order_id,customer_id,product_id,order_date,quantity,gross_revenue,discount_applied,shipping_cost
O140608,C04650,P10097,2024-07-31,1,108.32,21.66,1.59
O140536,C02665,P10159,2024-07-21,1,323.66,32.36,11.69
O106842,C01560,P10101,2024-08-24,1,85.3,0.0,5.21
O144518,C00319,P10316,2024-09-15,1,34.61,3.46,4.09
O121520,C04002,P10145,2024-09-23,1,57.8,0.0,5.87
O124877,C04617,P10055,2024-04-24,1,62.81,9.42,8.87
O148900,C03362,P10071,2024-12-02,1,97.05,0.0,14.64
O115833,C01741,P10318,2024-11-23,1,53.55,0.0,2.46
O137392,C01969,P10144,2024-12-24,1,542.54,0.0,10.67
O116424,C03067,P10159,2024-05-06,1,208.81,0.0,0.01
O140178,C04812,P10073,2024-10-01,2,346.74,0.0,14.88
O125507,C03493,P10132,2024-07-22,1,251.22,0.0,13.42
O129192,C01378,P10030,2024-10-25,1,118.7,11.86,6.98
O147117,C00469,P10268,2024-10-02,2,12925.14,1938.76,4.78
O140983,C01627,P10101,2024-09-24,1,56.87,2.84,5.16
O126730,C04503,P10083,2024-05-27,2,195.76,0.0,12.45
O146501,C01296,P10266,2024-10-31,1,4735.3,236.77,2.92
O111008,C01107,P10104,2024-10-11,1,10.9,0.0,0.4
O141552,C04707,P10146,2024-08-01,2,1983.12,198.31,2.11
O108697,C01567,P10263,2024-09-17,2,396.74,79.35,3.07
O130461,C01348,P10171,2024-08-23,1,228.51,34.28,10.11
O134286,C00977,P10242,2024-03-29,1,271.26,0.0,3.92
O134818,C01374,P10251,2024-06-25,4,918.6,275.58,5.9
O112179,C01179,P10032,2024-12-20,2,122.7,0.0,8.61
O132992,C02425,P10082,2024-08-12,1,54.27,10.86,0.98
O134618,C02517,P10311,2024-10-25,2,54.52,0.0,4.66
O125149,C02605,P10191,2024-12-02,1,59.57,0.0,4.46
O149905,C03412,P10102,2024-11-03,1,185.86,0.0,14.52
O129096,C03894,P10100,2024-11-21,3,882.86,88.29,3.82
O102455,C03689,P10017,2024-12-10,1,270.21,0.0,12.97
O138921,C03181,P10143,2024-09-18,3,2574.36,0.0,5.09
O136541,C00942,P10250,2024-07-04,1,480.31,48.03,13.95
O131215,C01022,P10114,2024-10-29,1,255.26,0.0,11.17
O147005,C04501,P10299,2024-04-29,2,36.0,10.8,5.9
O121847,C03655,P10129,2024-03-12,1,105.19,0.0,8.83
O103142,C00082,P10257,2024-10-23,1,59.16,11.84,6.17
O114635,C00061,P10134,2024-06-30,2,228.5,0.0,7.24
O127912,C04515,P10099,2024-10-26,4,1069.04,0.0,5.56
O124962,C00529,P10265,2024-09-02,1,4139.34,413.93,9.46
O143330,C03303,P10234,2024-12-17,1,174.23,0.0,1.76
O135366,C00919,P10139,2024-08-17,2,427.14,0.0,7.2
O111222,C01736,P10137,2024-09-26,3,712.3,,0.93
O130360,C04355,P10030,2024-09-16,1,75.17,15.04,10.34
O122992,C04857,P10255,2024-09-01,2,567.54,0.0,8.14
O133773,C01736,P10043,2024-04-14,1,203.08,0.0,11.93
O142965,C00440,P10199,2024-04-12,3,208.71,0.0,12.75
O110155,C00181,P10184,2024-04-15,1,24.05,0.0,0.15
O121806,C01065,P10194,2024-07-14,1,69.55,3.48,13.47
O110506,C02268,P10262,2024-03-31,1,570.72,28.53,1.23
O128511,C02593,P10025,2024-01-29,1,87.49,0.0,0.18
O106107,C01925,P10236,2024-09-04,1,59.77,0.0,11.01
O118783,C02945,P10125,2024-11-12,3,286.17,28.62,11.04
O101228,C00583,P10258,2024-11-09,2,345.57,0.0,2.08
O123953,C02096,P10049,2024-12-02,1,19.19,0.0,12.3
O112487,C04213,P10254,2024-06-10,1,642.62,96.39,3.85
O122480,C04740,P10186,2024-04-11,2,47.22,0.0,8.97
O128847,C01529,P10064,2024-12-16,1,25.03,3.75,0.95
O128735,C00162,P10293,2024-11-16,1,11.94,0.0,1.39
O109989,C02262,P10228,2024-06-09,1,13.4,0.0,13.0
O122837,C01664,P10290,2024-11-12,1,31.88,0.0,2.07
O111341,C00296,P10317,2024-09-07,1,20.36,1.02,1.09
O112114,C00692,P10134,2024-04-10,1,114.25,11.42,14.19
O132363,C03497,P10216,2024-06-18,2,70.43,0.0,11.33
O105454,C00124,P10076,2024-12-31,1,58.36,0.0,12.99
O109141,C01323,P10293,2024-09-05,1,17.91,2.68,1.73
O121884,C04155,P10081,2024-09-09,2,600.53,30.02,8.94
O105519,C03942,P10286,2024-03-19,1,28.62,0.0,11.82
O141253,C02192,P10072,2024-12-07,1,58.9,8.84,8.24
O126388,C01179,P10185,2024-05-21,2,32.52,0.0,11.39
O135217,C00755,P10215,2024-12-22,1,29.6,0.0,12.08
O132362,C00811,P10118,2024-10-27,1,141.7,0.0,9.05
O147162,C02697,P10139,2024-06-17,1,213.57,0.0,9.63
O132852,C00942,P10054,2024-06-25,1,79.12,0.0,6.76
O114330,C00302,P10004,2024-02-20,1,114.18,0.0,2.82
O100883,C00375,P10091,2024-12-25,2,834.48,83.44,6.45
O105757,C01896,P10081,2024-10-23,2,368.07,36.8,12.6
O121030,C03928,P10247,2024-10-18,1,329.08,49.36,12.73
O106429,C03419,P10145,2024-02-07,1,91.26,0.0,10.17
O149750,C03865,P10086,2024-12-23,1,158.51,0.0,3.78
O120871,C04254,P10239,2024-04-10,4,2620.8,0.0,12.52
O138017,C01276,P10030,2024-12-09,2,237.39,0.0,12.98
O129825,C01634,P10078,2024-10-13,3,585.43,0.0,10.03
O115905,C03419,P10258,2024-02-13,1,272.82,27.29,10.68
O113959,C02547,P10075,2024-02-29,4,659.44,0.0,6.5
O125126,C01924,P10087,2024-05-16,1,197.1,39.42,8.4
O145933,C04418,P10093,2024-08-27,1,246.99,37.05,3.09
O146183,C00728,P10101,2024-02-15,2,113.74,0.0,9.9
O144431,C03654,P10180,2024-03-16,2,119.49,17.92,7.75
O115336,C01603,P10076,2024-12-22,1,60.31,12.06,7.31
O129054,C04790,P10239,2024-03-07,1,436.8,131.04,2.37
O126372,C02040,P10068,2024-10-04,2,301.8,30.18,8.99
O108906,C00830,P10034,2024-11-16,1,25.94,0.0,4.97
O104380,C01930,P10022,2024-04-15,1,57.7,0.0,12.21
O103050,C04748,P10182,2024-04-21,1,132.06,19.81,10.32
O128025,C03283,P10010,2024-08-03,2,347.88,69.57,13.05
O106635,C04298,P10287,2024-01-16,1,26.42,3.96,13.55
O115241,C03783,P10191,2024-11-25,1,89.36,4.47,14.61
O121601,C02433,P10149,2024-11-17,1,1135.35,0.0,5.32
O126633,C04360,P10030,2024-08-06,3,356.08,0.0,14.81
O139609,C00942,P10312,2024-12-12,1,60.22,0.0,0.03
O131457,C01663,P10273,2024-04-23,1,922.36,0.0,4.01
O145396,C03237,P10222,2024-11-23,1,70.92,0.0,6.57
O104715,C00357,P10152,2024-03-09,1,834.25,250.28,2.84
O119243,C04181,P10196,2024-12-04,1,38.51,0.0,1.33
O130065,C04362,P10284,2024-07-14,1,55.02,0.0,2.89
O139594,C03419,P10131,2024-03-09,4,303.72,30.38,10.95
O140240,C02377,P10044,2024-06-06,2,322.78,0.0,13.12
O131068,C01925,P10076,2024-08-18,1,60.31,0.0,9.26
O132576,C02464,P10136,2024-01-31,2,522.9,26.14,4.55
O141291,C02950,P10060,2024-02-17,1,140.82,0.0,1.94
O100762,C00893,P10057,2024-07-01,1,179.26,0.0,0.71
O114371,C00557,P10146,2024-09-25,1,1487.34,0.0,3.45
O145054,C04310,P10128,2024-12-20,2,844.44,0.0,9.15
O148636,C04328,P10108,2024-04-16,1,104.37,15.66,1.21
O102191,C03152,P10213,2024-08-17,1,44.21,4.42,3.95
O149784,C00901,P10299,2024-07-03,1,17.1,0.0,3.36
O147635,C02522,P10021,2024-07-11,1,20.67,0.0,10.3
O127492,C01071,P10276,2024-11-25,2,5583.66,558.36,2.1
O143880,C01066,P10139,2024-08-30,3,961.06,0.0,1.11
O136718,C03419,P10135,2024-04-10,1,367.06,0.0,5.67
O118665,C02801,P10215,2024-07-06,2,59.19,2.96,13.44
O133857,C04707,P10307,2024-10-28,2,106.86,21.37,13.97
O111786,C03264,P10218,2024-01-19,1,13.97,0.0,10.43
O110287,C00563,P10230,2024-05-15,1,70.54,3.53,6.66
O120899,C02195,P10285,2024-04-13,1,52.1,0.0,2.03
O101875,C03055,P10305,2024-09-27,4,40.16,0.0,8.77
O142611,C04637,P10027,2024-09-16,1,170.48,8.52,5.07
O135149,C02808,P10318,2024-10-25,1,55.34,0.0,2.38
O101861,C00558,P10095,2024-11-19,1,55.5,0.0,9.2
O113554,C00650,P10108,2024-07-05,2,208.74,0.0,0.24
O136728,C00925,P10236,2024-10-20,1,38.56,0.0,0.37
O123037,C01349,P10192,2024-12-29,1,68.28,10.24,3.67
O117228,C00131,P10318,2024-10-15,2,67.83,0.0,11.31
O102434,C03605,P10218,2024-12-17,1,13.97,0.0,5.74
O138407,C03820,P10259,2024-03-07,1,666.8,0.0,4.01
O111280,C03136,P10076,2024-11-23,1,36.96,0.0,1.83
O116094,C02874,P10037,2024-11-15,1,197.44,0.0,5.04
O128323,C01584,P10303,2024-12-13,1,28.1,0.0,12.86
O137686,C03760,P10039,2024-09-12,1,111.22,0.0,5.95
O133515,C02635,P10073,2024-12-18,2,219.6,0.0,12.05
O102337,C03041,P10228,2024-12-03,1,8.48,0.0,1.67
O118118,C03186,P10285,2024-08-25,1,34.73,3.47,8.69
O106390,C01338,P10189,2024-10-23,1,71.05,0.0,2.28
O140320,C01508,P10090,2024-05-17,3,490.1,0.0,9.4
O130428,C03479,P10301,2024-03-29,1,17.2,0.86,7.43
O105916,C03094,P10115,2024-08-13,1,240.5,0.0,6.87
O139050,C03305,P10046,2024-10-13,1,210.8,21.08,14.49
O105838,C03419,P10049,2024-12-03,1,28.79,4.32,10.93
O120711,C00650,P10016,2024-02-08,1,25.73,0.0,13.45
O120363,C02684,P10031,2024-09-10,3,455.22,22.76,5.88
O122406,C01150,P10243,2024-10-22,1,59.31,0.0,7.3
O102126,C04637,P10047,2024-09-25,1,213.32,0.0,5.72
O116968,C03649,P10013,2024-12-05,1,71.93,0.0,5.57
O102726,C04438,P10292,2024-10-10,1,40.94,2.05,5.98
O127921,C00155,P10294,2024-05-19,1,14.66,4.4,1.32
O140492,C03324,P10148,2024-10-06,3,4183.83,418.38,2.8
O142053,C04332,P10281,2024-12-06,1,15.09,0.0,10.89
O101023,C01297,P10026,2024-06-07,2,340.04,0.0,12.7
O144453,C02859,P10088,2024-10-21,1,326.07,0.0,12.85
O142873,C04660,P10127,2024-01-24,1,56.19,0.0,4.14
O100274,C01875,P10009,2024-10-31,1,129.4,0.0,10.59
O128400,C03608,P10176,2024-08-08,1,798.97,0.0,0.98
O110012,C03877,P10225,2024-11-06,1,71.73,7.17,12.5
O124987,C00112,P10274,2024-09-18,1,4190.13,0.0,3.91
O114925,C00695,P10219,2024-07-10,2,131.82,0.0,13.84
O111264,C04890,P10108,2024-03-06,2,313.11,93.93,13.97
O117089,C03300,P10097,2024-12-31,1,162.48,0.0,7.99
O115102,C01358,P10158,2024-01-02,4,1213.25,0.0,7.67
O101671,C04705,P10178,2024-05-11,3,168.45,0.0,7.99
O124548,C00297,P10281,2024-07-27,2,30.18,0.0,2.5
O132953,C04310,P10045,2024-07-25,1,52.1,0.0,2.48
O141694,C04494,P10115,2024-10-07,3,1082.25,0.0,0.9
O123990,C01138,P10225,2024-08-24,1,71.73,7.17,13.83
O107451,C02409,P10005,2024-07-09,3,55.2,2.76,1.94
O126088,C01560,P10320,2024-09-07,3,40.68,2.04,2.12
O146624,C03461,P10128,2024-12-19,1,422.22,126.66,3.46
O122825,C01862,P10170,2024-02-16,1,903.97,45.2,13.09
O138479,C04178,P10096,2024-10-11,1,162.67,0.0,12.35
O136510,C02168,P10082,2024-12-12,1,36.18,1.81,9.4
O113968,C00942,P10057,2024-12-02,1,179.26,0.0,13.45
O148225,C00305,P10267,2024-12-23,3,11812.02,0.0,13.73
O110207,C00942,P10132,2024-11-03,2,793.32,119.0,5.68
O106345,C03912,P10304,2024-11-11,1,32.47,0.0,11.49
O148049,C04011,P10078,2024-01-31,1,195.14,0.0,4.55
O126168,C00273,P10321,2024-03-02,1,28.5,0.0,2.37
O114195,C03419,P10181,2024-08-18,3,205.11,30.76,6.52
O125333,C01736,P10178,2024-04-15,1,84.22,0.0,11.13
O144270,C03327,P10248,2024-06-15,1,270.97,0.0,7.5
O120589,C01549,P10089,2024-11-21,4,1126.6,0.0,0.38
O142330,C03061,P10180,2024-10-14,1,23.9,0.0,8.52
O130107,C02224,P10206,2024-02-07,2,171.9,25.78,14.43
O150182,C04594,P10311,2024-05-24,1,25.9,0.0,6.27
O136602,C04929,P10248,2024-09-10,1,406.46,0.0,2.04
O114065,C00444,P10004,2024-10-15,1,171.27,0.0,3.15
O130168,C02701,P10025,2024-03-13,1,174.98,0.0,10.05
O131597,C04254,P10131,2024-03-08,4,303.72,30.38,3.56
O120360,C03637,P10265,2024-12-30,1,4139.34,413.93,8.43
O147633,C00541,P10320,2024-11-06,1,8.59,1.72,6.26
O137807,C02736,P10271,2024-02-04,1,1451.76,0.0,13.64
O136822,C00909,P10271,2024-09-20,3,4355.28,0.0,12.55
O114529,C02779,P10190,2024-12-17,3,53.07,0.0,3.67
O113629,C04560,P10127,2024-12-07,1,91.68,0.0,2.97
O134523,C00173,P10212,2024-11-23,1,12.72,0.0,7.5
O148860,C02925,P10261,2024-12-10,1,677.44,0.0,4.34
O114288,C02201,P10299,2024-10-15,2,36.0,1.8,5.63
O132365,C03546,P10068,2024-12-14,1,150.9,15.09,4.49
O116342,C03295,P10168,2024-08-15,1,1545.26,0.0,4.19
O140867,C00449,P10148,2024-12-15,1,883.25,264.97,3.27
O103633,C00420,P10193,2024-01-01,1,31.13,6.23,12.42
O142947,C04068,P10189,2024-06-17,1,112.18,0.0,4.75
O120213,C02057,P10087,2024-07-31,1,295.65,0.0,3.55
O143758,C03807,P10091,2024-10-03,1,278.16,0.0,2.49
O110724,C01521,P10260,2024-06-03,1,413.22,41.32,11.95
O146801,C02526,P10100,2024-09-27,1,117.71,0.0,14.85
O148855,C00942,P10318,2024-09-24,1,53.55,0.0,3.77
O126891,C02483,P10168,2024-11-15,1,1030.17,51.51,9.08
O103151,C02768,P10220,2024-11-18,1,14.96,1.5,0.69
O112835,C00560,P10203,2024-07-11,2,47.89,0.0,2.0
O109880,C01226,P10169,2024-10-07,1,582.15,0.0,3.22
O132589,C03185,P10024,2024-05-26,1,105.21,0.0,2.32
O104789,C02979,P10117,2024-05-28,1,66.62,0.0,10.85
O114397,C02195,P10300,2024-04-07,1,25.17,2.52,12.39
O139077,C01575,P10267,2024-07-25,1,3937.34,0.0,9.32
O103999,C03194,P10250,2024-08-16,2,640.42,64.04,7.36
O126166,C00893,P10283,2024-04-29,1,42.6,2.13,14.55
O129229,C01906,P10191,2024-11-07,1,59.57,11.91,8.52
O134332,C01584,P10197,2024-08-18,1,53.92,0.0,1.08
O149890,C00087,P10314,2024-11-19,1,9.91,1.49,13.45
O114315,C03863,P10023,2024-11-19,1,99.65,9.96,9.76
O121262,C03851,P10158,2024-03-31,1,505.52,0.0,13.66
O138990,C02645,P10156,2024-11-16,1,54.79,0.0,5.07
O125488,C02983,P10015,2024-06-08,1,109.48,0.0,10.51
O121658,C04905,P10239,2024-10-10,2,873.6,0.0,6.05
O107651,C02207,P10038,2024-09-01,1,142.26,14.23,10.69
O107732,C03664,P10248,2024-10-22,4,1680.01,0.0,4.2
O118688,C02593,P10168,2024-06-12,1,1545.26,0.0,0.33
O124941,C00756,P10287,2024-11-30,1,50.2,2.51,6.22
O123383,C00996,P10070,2024-09-17,2,347.6,0.0,13.74
O126560,C03921,P10090,2024-09-08,1,168.81,,0.91
O133558,C03462,P10289,2024-11-18,1,50.39,0.0,12.87
O132364,C02238,P10249,2024-05-22,1,658.48,0.0,14.83
O126637,C02879,P10142,2024-02-29,1,1091.94,218.4,14.42
O148496,C02588,P10169,2024-12-10,2,1106.08,331.83,3.53
O109588,C02201,P10226,2024-11-22,1,42.79,0.0,6.78
O136837,C00307,P10256,2024-12-24,1,421.07,0.0,14.87
O116450,C03348,P10187,2024-01-04,1,13.84,0.0,0.89
O119340,C02645,P10149,2024-11-18,1,756.9,0.0,4.78
O110102,C01460,P10311,2024-11-12,1,27.26,0.0,14.19
O102238,C00337,P10197,2024-01-12,1,35.95,0.0,2.2
O111690,C03141,P10072,2024-08-15,1,93.0,0.0,12.6
O103481,C03376,P10271,2024-12-30,3,4355.28,0.0,1.4
O133484,C04606,P10301,2024-12-26,1,17.2,0.0,10.99
O118180,C04236,P10287,2024-01-04,1,26.42,2.64,7.92
O139163,C00202,P10172,2024-09-28,1,493.24,0.0,5.88
O140015,C01874,P10215,2024-07-22,2,59.19,0.0,12.25
O138629,C04287,P10035,2024-07-05,1,142.42,0.0,3.23
O133555,C02241,P10269,2024-06-25,1,2472.5,370.88,4.68
O118283,C02419,P10189,2024-06-18,1,74.79,11.22,5.39
O111718,C02049,P10270,2024-08-31,1,7422.38,0.0,9.63
O103958,C01578,P10241,2024-07-07,1,215.45,21.54,1.28
O101191,C04494,P10203,2024-05-15,1,59.86,0.0,7.13
O130374,C02197,P10263,2024-07-23,1,198.37,0.0,13.68
O111379,C00694,P10265,2024-12-08,1,6209.01,620.9,14.1
O130830,C01235,P10168,2024-12-29,1,1030.17,0.0,2.31
O144121,C03231,P10091,2024-06-10,1,278.16,0.0,9.81
O105371,C04988,P10177,2024-08-19,1,161.88,0.0,10.2
O105406,C04327,P10172,2024-08-06,2,591.89,0.0,1.26
O147990,C03136,P10104,2024-01-17,1,10.9,0.0,12.78
O118228,C02157,P10092,2024-05-11,1,84.8,0.0,5.54
O142147,C03181,P10135,2024-04-14,1,367.06,0.0,9.07
O139604,C00203,P10066,2024-12-16,1,34.78,0.0,5.84
O119576,C03018,P10284,2024-11-11,1,52.27,0.0,4.29
O125109,C04643,P10064,2024-10-18,1,16.15,0.0,8.12
O116722,C02779,P10277,2024-11-28,1,53.59,0.0,11.54
O108143,C00591,P10034,2024-07-23,1,27.3,0.0,8.64
O106389,C01972,P10212,2024-08-06,1,12.72,0.0,14.25
O124994,C02967,P10100,2024-11-22,2,392.38,58.86,1.25
O104575,C00857,P10219,2024-07-22,1,65.91,6.59,6.83
O142401,C01980,P10133,2024-07-16,4,1272.78,0.0,13.88
O112600,C03146,P10031,2024-11-18,1,151.74,7.59,7.86
O119438,C02111,P10141,2024-07-20,1,466.31,0.0,9.84
O145070,C04739,P10224,2024-11-10,1,60.22,0.0,3.21
O120073,C01211,P10177,2024-10-24,1,107.92,10.79,4.53
O123140,C01736,P10096,2024-08-09,1,406.68,0.0,13.97
O136581,C01383,P10192,2024-07-25,1,105.83,15.87,5.38
O125723,C03004,P10091,2024-12-05,4,1668.96,0.0,3.9
O119864,C01267,P10172,2024-06-14,3,2219.58,332.94,10.37
O106724,C00622,P10131,2024-09-26,4,202.48,0.0,4.3
O124109,C01037,P10061,2024-11-06,3,202.41,0.0,11.44
O112093,C04932,P10254,2024-11-24,1,406.99,0.0,7.48
O145208,C01983,P10017,2024-07-21,4,697.32,0.0,11.67
O108166,C04988,P10085,2024-07-26,2,619.47,123.9,8.66
O135141,C00085,P10097,2024-10-25,2,216.64,10.83,11.2
O132294,C00614,P10005,2024-11-02,1,18.4,0.92,1.72
O103290,C00584,P10247,2024-11-05,1,219.39,10.97,12.48
O115711,C02272,P10259,2024-12-05,1,422.3,84.46,2.01
O116537,C00716,P10309,2024-07-14,3,142.27,0.0,10.62
O111186,C02627,P10199,2024-07-09,4,278.28,0.0,1.44
O120933,C04569,P10200,2024-10-25,1,25.51,3.83,1.78
O137054,C02950,P10032,2024-04-09,1,58.28,0.0,2.2
O133523,C02315,P10177,2024-12-19,1,107.92,0.0,11.86
O135265,C02749,P10164,2024-08-09,1,777.04,0.0,2.79
O146293,C02337,P10133,2024-11-19,1,212.13,10.61,2.36
O109570,C00377,P10083,2024-06-27,2,206.06,0.0,8.92
O147523,C04368,P10173,2024-10-16,1,771.24,154.25,5.4
O111971,C02458,P10237,2024-08-12,1,246.91,0.0,7.64
O146844,C02719,P10177,2024-07-05,1,167.28,0.0,2.27
O122015,C03071,P10159,2024-07-16,1,208.81,0.0,5.45
O103735,C01442,P10141,2024-05-12,2,885.99,0.0,2.59
O134556,C02209,P10050,2024-01-09,3,60.57,0.0,11.89
O100373,C03211,P10059,2024-08-14,1,162.27,0.0,14.1
O131651,C00603,P10184,2024-01-20,2,48.1,4.81,7.35
O115703,C01584,P10104,2024-12-12,2,34.41,0.0,6.17
O104491,C01211,P10175,2024-10-28,1,616.19,0.0,5.99
O141856,C04637,P10173,2024-09-22,1,1156.86,0.0,2.42
O146849,C04005,P10043,2024-11-28,1,209.85,0.0,6.69
O149154,C00426,P10288,2024-12-21,1,23.48,0.0,0.64
O111607,C01873,P10150,2024-10-12,1,85.73,8.57,1.1
O119358,C01944,P10202,2024-05-06,2,68.48,13.7,8.13
O127710,C01258,P10150,2024-12-09,1,85.73,0.0,2.02
O132817,C04948,P10265,2024-07-23,1,6415.98,0.0,9.22
O144483,C00284,P10068,2024-07-20,2,301.8,30.18,6.48
O141145,C01584,P10236,2024-09-22,1,57.84,0.0,11.62
O100897,C03078,P10263,2024-05-17,1,198.37,39.67,6.43
O104278,C00943,P10006,2024-12-20,1,152.35,0.0,8.9
O106639,C01323,P10005,2024-09-16,1,27.6,0.0,1.44
O108624,C01549,P10298,2024-06-09,1,42.71,0.0,12.3
O105880,C04254,P10185,2024-12-30,1,24.39,1.22,3.56
O124932,C04991,P10208,2024-06-05,1,48.06,2.4,13.96
O127344,C03419,P10183,2024-02-16,3,390.69,39.08,11.21
O113887,C01797,P10168,2024-12-02,1,1030.17,0.0,3.21
O141983,C00641,P10071,2024-11-17,3,291.15,0.0,14.68
O119991,C00426,P10249,2024-09-09,1,658.48,0.0,9.34
O106324,C01402,P10060,2024-11-22,2,281.64,0.0,6.57
O101814,C00702,P10319,2024-10-15,1,33.0,0.0,7.96
O102948,C03300,P10154,2024-05-05,3,4317.03,863.4,4.74
O124904,C02477,P10019,2024-10-08,1,198.24,9.92,10.96
O148375,C03221,P10297,2024-08-29,3,163.89,0.0,13.46
O135652,C04347,P10301,2024-02-17,1,10.32,2.06,12.7
O144589,C02875,P10120,2024-04-28,1,282.73,0.0,9.97
O125289,C04545,P10143,2024-01-09,1,343.25,0.0,3.39
O118554,C03229,P10129,2024-04-22,1,175.32,17.53,9.73
O121623,C00834,P10236,2024-10-16,1,38.56,0.0,8.22
O110931,C01389,P10307,2024-02-07,2,106.86,0.0,5.83
O124981,C04988,P10039,2024-11-24,1,111.22,0.0,8.37
O139154,C00463,P10054,2024-06-24,1,52.75,0.0,7.57
O114068,C01434,P10112,2024-10-02,1,86.91,0.0,11.21
O133361,C04042,P10312,2024-11-29,1,62.23,3.12,3.38
O116790,C03608,P10197,2024-08-10,1,35.95,0.0,11.83
O143085,C03419,P10318,2024-11-23,1,53.55,5.36,5.68
O127197,C04311,P10002,2024-01-23,1,40.74,0.0,6.23
O126000,C02344,P10321,2024-10-26,1,28.5,0.0,0.77
O126384,C00844,P10030,2024-08-25,1,79.13,3.96,2.99
O101452,C02050,P10246,2024-11-12,3,626.72,0.0,14.22
O133688,C00124,P10081,2024-08-18,1,290.58,0.0,4.32
O146884,C01610,P10087,2024-10-10,2,591.3,0.0,5.21
O127862,C00893,P10103,2024-11-10,2,118.29,0.0,8.99
O119753,C01689,P10184,2024-10-09,3,108.22,0.0,14.4
O110447,C01820,P10021,2024-12-23,2,41.34,2.07,11.9
O106073,C01921,P10211,2024-09-09,1,23.22,0.0,10.54
O141822,C03892,P10087,2024-02-01,1,197.1,39.42,2.0
O134371,C04961,P10296,2024-03-14,1,17.46,0.0,3.1
O139641,C00829,P10134,2024-04-22,3,342.75,0.0,5.68
O112552,C00622,P10248,2024-12-02,1,270.97,27.1,11.8
O110426,C02258,P10004,2024-04-19,1,68.51,0.0,13.0
O116383,C00211,P10227,2024-06-02,1,25.68,0.0,4.71
O108149,C00607,P10028,2024-04-05,2,59.2,2.96,4.54
O113767,C02185,P10229,2024-08-13,1,12.62,0.0,1.8
O122566,C04504,P10226,2024-11-08,1,64.18,0.0,10.22
O121102,C00786,P10096,2024-04-09,1,271.12,0.0,14.51
O119401,C04250,P10029,2024-01-30,1,22.46,0.0,3.92
O121358,C01673,P10314,2024-09-14,3,29.73,0.0,5.42
O108989,C00178,P10026,2024-12-27,1,255.03,0.0,4.67
O149135,C04843,P10053,2024-10-01,1,82.71,12.41,12.56
O111746,C03197,P10298,2024-02-19,1,64.06,0.0,11.28
O109533,C02127,P10102,2024-12-24,1,185.86,27.88,13.75
O139129,C04455,P10260,2024-07-18,1,261.71,0.0,6.88
O117583,C00088,P10074,2024-11-28,3,70.47,0.0,10.33
O149736,C04520,P10229,2024-10-11,1,12.62,0.0,14.04
O116271,C02966,P10117,2024-08-31,1,66.62,0.0,14.77
O108136,C03382,P10297,2024-04-26,1,54.63,2.73,2.38
O142355,C04466,P10273,2024-01-10,2,1844.72,0.0,8.07
O132455,C04988,P10057,2024-09-01,1,179.26,0.0,7.68
O135537,C03495,P10015,2024-06-05,1,115.24,0.0,7.65
O104160,C00012,P10250,2024-06-13,1,480.31,0.0,13.17
O105458,C04288,P10301,2024-10-01,1,25.8,0.0,8.2
O137144,C02629,P10145,2024-05-08,1,30.42,9.12,5.92
O115800,C04448,P10155,2024-01-15,1,540.79,0.0,4.85
O124181,C04812,P10143,2024-06-22,1,858.12,0.0,1.11
O113207,C04520,P10056,2024-09-22,2,336.8,0.0,8.46
O110605,C03326,P10217,2024-09-13,1,22.35,0.0,5.98
O136797,C03857,P10306,2024-06-30,1,60.97,0.0,11.99
O106403,C04859,P10118,2024-09-12,1,137.13,27.42,9.53
O120505,C01990,P10101,2024-03-18,2,113.74,17.06,6.88
O133930,C03083,P10066,2024-11-01,3,104.34,0.0,9.89
O101682,C02842,P10080,2024-08-29,1,70.0,10.5,13.09
O144232,C01934,P10279,2024-07-08,2,94.54,14.18,2.96
O142046,C04440,P10305,2024-09-13,1,10.04,0.0,8.45
O150174,C01560,P10174,2024-08-19,2,465.17,0.0,10.87
O135100,C03010,P10283,2024-06-21,1,26.98,0.0,12.7
O105704,C03462,P10267,2024-11-19,1,5906.01,590.6,2.7
O104920,C03606,P10019,2024-11-08,1,127.9,0.0,11.57
O121946,C03707,P10192,2024-01-02,2,81.94,0.0,6.98
O130160,C03312,P10309,2024-11-09,1,49.92,0.0,9.9
O138404,C01689,P10265,2024-09-20,2,12418.02,0.0,2.93
O143539,C03182,P10153,2024-05-12,1,631.65,0.0,11.95
O135510,C04503,P10127,2024-06-05,1,56.19,0.0,4.73
O126816,C01797,P10004,2024-06-20,1,114.18,0.0,9.19
O137229,C00621,P10185,2024-07-13,1,16.26,0.0,1.29
O111332,C03697,P10143,2024-12-05,1,858.12,0.0,1.88
O142799,C04125,P10020,2024-11-10,1,35.14,0.0,5.84
O122923,C03893,P10055,2024-04-14,1,59.67,0.0,4.14
O104003,C03855,P10306,2024-08-31,1,60.97,0.0,7.81
O133024,C00938,P10278,2024-11-25,1,14.97,0.0,7.43
O116903,C02864,P10245,2024-10-08,1,215.93,32.39,3.91
O149089,C04748,P10230,2024-06-11,1,109.34,0.0,5.89
O133178,C03408,P10046,2024-11-23,2,281.06,42.16,5.06
O116069,C02090,P10086,2024-09-28,1,158.51,,11.45
O126471,C03491,P10011,2024-10-15,2,126.4,25.28,12.5
O137140,C03715,P10182,2024-06-29,2,161.88,0.0,11.38
O142981,C01308,P10211,2024-07-25,1,23.22,0.0,13.51
O149548,C03032,P10076,2024-04-02,1,58.36,0.0,0.51
